sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_NPA6CZQF	0.2447358212551944	0.6927089793745564	0.3821360087276337	0.5863656921196096	0.40687887270179174	0.6511107219369471
BS_PXCPK5XS	0.8010892019721214	0.847074034653059	0.3962195627601226	0.46800645728044266	0.32459382440520373	0.28197226024084265
BS_KBEX4RT2	0.6882487053317229	0.07282168288396512	0.6052984852583976	0.8000453453605537	0.2647262619201688	0.4608603489017439
BS_596QRYFP	0.33344635789203664	0.5816815872900629	0.4234906370203335	0.3468674815623292	0.687327946154535	0.4534916143049526
BS_RX1YTZ7F	0.6044315547767747	0.7664835316609513	0.4949412999690794	0.7032104907473274	0.5333018643464709	0.42539114238731945
BS_XZM79E42	0.5142377685446221	0.6898741531008273	0.4759319298848385	0.48745716084021273	0.5600976966342696	0.5195958586006159
BS_ZD5HN296	0.44013362524180577	0.551044788499063	0.4747080359251862	0.666483922722866	0.6798132682508368	0.6583475028507807
BS_T289QKBV	0.7652462952253172	0.0900642129395841	0.6304274397871652	0.3841612843091573	0.5193783125889383	0.40082879983730724
BS_0VXZCRJS	0.668737392950999	0.4321243832089794	0.7394560856996609	0.41710644006524245	0.49803339311945793	0.6031027513412908
BS_YSZRQ95C	0.6087539277846233	0.1760486337503902	0.4650095974152894	0.4020532021123581	0.33737409880229885	0.48491090252496977
BS_2GSAPE1R	0.6401115627395549	0.24013564440991514	0.4899311012808492	0.6899589043713092	0.5627178663790617	0.4894706963159508
BS_SNVM7CZT	0.3629778644280572	0.5416755957937938	0.3900436963803101	0.26116693020270976	0.44882844552688883	0.5194998628472239
BS_PS0P3QJ3	0.5402503066365836	0.32252995180148325	0.5221053354993951	0.25139739382987025	0.47449204588287475	0.4493051988913196
BS_W1385R8Y	0.16137528956910488	0.9711479710419918	0.3902861478453352	0.5665969795595849	0.5155318474818318	0.514898677735299
BS_3AC3SRWH	0.21454131344195188	0.5979023283583028	0.45302026085794167	0.417295708634016	0.7955083748766218	0.610623821444812
BS_4PPHAQXF	0.45983594964600755	0.36359235342600665	0.6449582152989917	0.53027223925842	0.3671860494385805	0.4806441085466757
